Unnamed: 0,batter,baller,ball_speed,ball_length,ball_swing,wicket,wide,runs,shot,commentary
532,Rohit,Haris Rauf,,full,straight,0,0,1,flick,"Haris Rauf to Rohit, 1 run, 123ks slower ball on off, Rohit turns it in front of mid-wicket and there was a bit of hesitation, not from Gill as he kept running and made it in comfortably"
533,Shubman Gill,Haris Rauf,,full,straight,0,0,1,flick,"Haris Rauf to Shubman Gill, 1 run, short of length delivery, Gill plays a controlled cut square on the off-side"
534,Shubman Gill,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Shubman Gill, no run, good length ball around off, Gill defends to cover"
535,Rohit,Shadab Khan,,full,straight,0,0,0,flick,"Shadab Khan to Rohit, no run, pitched up on off stump, defended"
536,Shubman Gill,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Shubman Gill, 1 run, flighted up, pushed to the left of Shadab for a single"
537,Rohit,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Rohit, 1 run, pitched up on the pads, eased to long-on"
538,Rohit,Shadab Khan,,full,straight,0,0,0,flick,"Shadab Khan to Rohit, no run, googly on off stump, Rohit makes room to cut but towards point this time"
539,Rohit,Shadab Khan,,full,straight,0,0,4,cover drive,"Shadab Khan to Rohit, FOUR, full and pushed quicker outside off, cut hard and cut square of the wicket to give deep extra cover no chance"
540,Rohit,Shadab Khan,,full,outside,0,0,6,flick,"Shadab Khan to Rohit, SIX, 50 for Rohit, and he gets there in some style"
541,Shubman Gill,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Shubman Gill, no run, slower delivery, slides down leg with a tickle off Gill's bat"
542,Shubman Gill,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Shubman Gill, no run, 144 clicks, full on off stump, driven nicely but towards the cover fielder"
543,Shubman Gill,Haris Rauf,,full,outside,0,0,0,late cut,"Haris Rauf to Shubman Gill, no run, once again pace off, this time pitched up"
544,Shubman Gill,Haris Rauf,,full,straight,0,0,0,cover drive,"Haris Rauf to Shubman Gill, no run, pace off and on a length, blocked towards backward point"
545,Shubman Gill,Haris Rauf,,short,outside,0,0,5,defend,"Haris Rauf to Shubman Gill, 5 wides, dug in short, gets too much bounce and shoots over Rizwan's head for five wides"
546,Shubman Gill,Haris Rauf,,full,straight,0,0,2,flick,"Haris Rauf to Shubman Gill, 2 runs, hits the deck hard onto the body, pulled behind square for a couple of runs"
547,Shubman Gill,Haris Rauf,,full,outside,0,0,0,defend,"Haris Rauf to Shubman Gill, no run, full and straight, driven back to Rauf who gets low to stop"
548,Rohit,Shadab Khan,,full,outside,0,0,4,flick,"Shadab Khan to Rohit, FOUR, flat and outside off, Rohit waits for the ball to arrive and cuts it behind square between the two fielders for a boundary"
549,Rohit,Shadab Khan,,full,straight,0,0,6,flick,"Shadab Khan to Rohit, SIX, another half tracker, this was pushed wider as well"
550,Rohit,Shadab Khan,,full,outside,0,0,6,cut,"Shadab Khan to Rohit, SIX, fraction short from Shadab, Rohit was waiting for that as he rocks back so quickly and pulls it over cow corner for a six"
551,Shubman Gill,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Shubman Gill, 1 run, flighted delivery, Gill leans closer to drive to long-off"
552,Rohit,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Rohit, 1 run, flat on off stump, punched off the backfoot towards sweeper cover"
553,Shubman Gill,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Shubman Gill, 1 run, tossed up delivery on off, driven towards sweeper cover"
554,Rohit,Haris Rauf,,short,outside,0,0,4,defend,"Haris Rauf to Rohit, FOUR, short and wide from Rauf, Rohit Sharma attempts the hook but top-edges it over the keeper's head for four"
555,Rohit,Haris Rauf,,full,outside,0,0,2,defend,"Haris Rauf to Rohit, 2 runs, 145 clicks, full and wide, slammed hard down the ground"
556,Rohit,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Rohit, no run, full and just outside off, defended towards the point fielder"
557,Rohit,Haris Rauf,,full,straight,0,0,0,off drive,"Haris Rauf to Rohit, no run, 145 clicks, full and nipped in slightly"
558,Shubman Gill,Haris Rauf,,full,straight,0,0,1,flick,"Haris Rauf to Shubman Gill, 1 run, 141 clicks, back of length delivery that is deflected off the inside half towards square leg"
559,Rohit,Haris Rauf,,full,straight,0,0,1,defend,"Haris Rauf to Rohit, 1 run, back of length on off, Rohit with another run down to third-man"
560,Rohit,Faheem Ashraf,,full,straight,0,0,1,defend,"Faheem Ashraf to Rohit, 1 run, 119 clicks, full and wide, once again run down to third-man"
561,Shubman Gill,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Shubman Gill, 1 run, short and wide, cut square of the wicket for a single"
562,Shubman Gill,Faheem Ashraf,,full,straight,0,0,4,cut,"Faheem Ashraf to Shubman Gill, FOUR, back of length on the thigh pad, tickled very fine to beat the dive of the man in the deep"
563,Rohit,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rohit, 1 run, back of length and wide, was the cutter"
564,Shubman Gill,Faheem Ashraf,,full,straight,0,0,1,flick,"Faheem Ashraf to Shubman Gill, 1 run, back of length on off, dabbed towards third-man"
565,Shubman Gill,Faheem Ashraf,,full,outside,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, full and swinging towards middle and leg, blocked to mid-wicket"
566,Rohit,Naseem Shah,,full,outside,0,0,0,defend,"Naseem Shah to Rohit, no run, good length but wide outside off, left alone"
567,Rohit,Naseem Shah,,full,straight,0,0,0,off drive,"Naseem Shah to Rohit, no run, 143 clicks, full and nipped in"
568,Rohit,Naseem Shah,,length,straight,0,0,4,defend,"Naseem Shah to Rohit, FOUR, take that,, Back of a length delivery on off, nothing wrong with the delivery"
569,Rohit,Naseem Shah,,length,outside,0,0,4,defend,"Naseem Shah to Rohit, FOUR, finally Rohit gets some runs,, A bit too full and straight, flicked nonchalantly over mid-wicket for a boundary"
570,Rohit,Naseem Shah,,length,straight,0,0,0,flick,"Naseem Shah to Rohit, no run, fuller and wobbles outside off, beats Rohit on the outside edge"
571,Rohit,Naseem Shah,,length,outside,0,0,0,defend,"Naseem Shah to Rohit, no run, short and wide, Rohit tried to cut but hits it into the pitch"
572,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, good length outside off, Gill leans closer to punch it towards the point fielder"
573,Shubman Gill,Faheem Ashraf,,full,straight,0,0,2,flick,"Faheem Ashraf to Shubman Gill, 2 runs, 130 clicks, Back of length on off, Gill stands tall, waits and then punches it square of the wicket for a couple of runs"
574,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, length ball that nips onto off stump, blocked towards point"
575,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, full and nips in, driven down the ground and hits the non-striker's stumps"
576,rotate strike,He needs,,full,outside,0,0,0,defend," He needs to rotate strike ,,"
577,Shubman Gill,Faheem Ashraf,,full,straight,0,0,4,cover drive,"Faheem Ashraf to Shubman Gill, FOUR, cracking shot,, Short and wide, and Gill realises Faheem Ashraf doesn't have the pace of the others"
578,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, short outside off, cut into the ground towards the point fielder"
579,Shubman Gill,Naseem Shah,,length,straight,0,0,1,late cut,"Naseem Shah to Shubman Gill, 1 run, edged,, Wide of slips this time"
580,Shubman Gill,Naseem Shah,,length,outside,0,0,0,flick,"Naseem Shah to Shubman Gill, no run, fuller delivery on off stump, defended"
581,Shubman Gill,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Shubman Gill, no run, back of length and straighter, defended"
582,Shubman Gill,Naseem Shah,,length,outside,0,0,4,defend,"Naseem Shah to Shubman Gill, FOUR, edged & safe,, Short and wide, Gill slashes and gets the edge that flies between the two slip fielders"
583,Shubman Gill,Naseem Shah,,full,outside,0,0,0,defend,"Naseem Shah to Shubman Gill, no run, good length and away swing, dies down by the time it gets to the keeper"
584,Shubman Gill,Naseem Shah,,length,straight,0,0,4,defend,"Naseem Shah to Shubman Gill, FOUR, short and a wide bite, cut to the left of the point fielder for a boundary"
585,Rohit,Faheem Ashraf,,full,straight,0,0,0,flick,"Faheem Ashraf to Rohit, no run, back of length and nips in towards off, defended to the right of the bowler"
586,Shubman Gill,Faheem Ashraf,,full,straight,0,0,1,flick,"Faheem Ashraf to Shubman Gill, 1 run, back of length and wide, punched to the right of point for a single"
587,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, good length on off, stops on a surface a bit"
588,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,pull,"Faheem Ashraf to Shubman Gill, no run, a bit fuller and wide outside off, Gill leans closer to push it towards point"
589,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,off drive,"Faheem Ashraf to Shubman Gill, no run, another delivery that nipped back in towards middle and leg, tucked towards square leg"
590,Shubman Gill,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Shubman Gill, no run, starts with a length ball outside off that nips back in sharply off the pitch"
591,Rohit,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, 143 clicks, length ball that holds a bit on the surface and keeps low as it swings away outside off"
592,Rohit,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, back of length outside off, holds its line and really shoots up as Rizwan gathers it beyond his head"
593,Rohit,Naseem Shah,,short,straight,0,0,0,late cut,"Naseem Shah to Rohit, no run, another top outswinger, this time starts back of length and beats Rohit Sharma on the outside edge"
594,Rohit,Naseem Shah,,short,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, 143 clicks, short and wide, a bit of spongy bounce as it goes under Rohit Sharma's bat who tried to pull it across the line"
595,Rohit,Naseem Shah,,length,outside,0,0,0,cut,"Naseem Shah to Rohit, no run, top quality outswinger,, Full and swings past Rohit who commited to the drive outside off"
596,Rohit,Naseem Shah,,length,straight,0,0,0,flick,"Naseem Shah to Rohit, no run, back of length wobbling outside off, ignored"
597,Shubman Gill,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Shubman Gill, FOUR, another one,, Shubman is taking the attack to Shaheen"
598,Shubman Gill,Shaheen Afridi,,full,straight,0,0,4,defend,"Shaheen Afridi to Shubman Gill, FOUR, glorious,, Shaheen goes round the wicket, overpitches one on off stump and Shubman Gill hits him with the full face of the bat"
599,Shubman Gill,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Shubman Gill, no run, full and wide, pushed towards mid-off"
600,Shubman Gill,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Shubman Gill, no run, top reply from Shaheen, a length ball that swings back in late and goes over the stumps as Gill let it pass"
601,Shubman Gill,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Shubman Gill, FOUR, take that,, Runs down the pitch to a man who can bowl 140 clicks at ease and hoists his drive over mid-on for a boundary"
602,Shubman Gill,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Shubman Gill, no run, fraction shorter, angling onto off, Gill inside edges his cut shot onto his pads"
603,Shubman Gill,Shaheen Afridi,,full,outside,0,1,1,defend,"Shaheen Afridi to Shubman Gill, wide, good length and swings down the leg side"
604,Rohit,Naseem Shah,,short,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, shorter length and really shoots up, Rohit is surprised and gets his bat out of harm's way"
605,Rohit,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, Rohit dances down for a big slash over the infield as Naseem keeps putting it in the corridor of uncertainty"
606,Rohit,Naseem Shah,,length,straight,0,1,1,cut,"Naseem Shah to Rohit, wide, full and too wide outside off"
607,Rohit,Naseem Shah,,full,outside,0,0,0,cut,"Naseem Shah to Rohit, no run, good length and wobbles away from outside off"
608,Rohit,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, back of length on off, Rohit shuffles inwards and then guides his defence towards point"
609,Rohit,Naseem Shah,,length,outside,0,0,0,late cut,"Naseem Shah to Rohit, no run, now the away swinger, a lovely length ball that starts on off and swings away at pace"
610,Rohit,Naseem Shah,,full,outside,0,0,0,off drive,"Naseem Shah to Rohit, no run, good leave,, That's very gusty from Rohit to leave a length ball that nipped in sharply"
611,Shubman Gill,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Shubman Gill, no run, length ball wobbling across the batter, left alone"
612,Shubman Gill,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Shubman Gill, FOUR, full and swinging back to off stump, Gill leans towards the ball and drives it straight to give mid-off no chance"
613,Shubman Gill,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Shubman Gill, no run, full on the pads, blocked to mid-wicket"
614,Shubman Gill,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Shubman Gill, no run, full and wide of off, driven towards mid-off"
615,Shubman Gill,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Shubman Gill, FOUR, Gill charges forward and chips it over mid-wicket with a wristy flick as Shaheen pitches it full on leg stump"
616,Shubman Gill,Shaheen Afridi,,full,straight,0,0,4,flick,"Shaheen Afridi to Shubman Gill, FOUR, pitched fuller and swings onto the pads"
617,Rohit,Naseem Shah,,length,outside,0,0,0,defend,"Naseem Shah to Rohit, no run, fraction short and nipping away from off"
618,Rohit,Naseem Shah,,full,outside,0,0,4,cover drive,"Naseem Shah to Rohit, FOUR, up and over,, A confident drive over extra cover from Rohit as Naseem dishes out a half volley outside off"
619,Rohit,Naseem Shah,,full,outside,0,0,0,defend,"Naseem Shah to Rohit, no run, good length outside off, tempted Rohit to drive at it but he leaves at the last moment"
620,Rohit,Naseem Shah,,full,outside,0,0,0,cut,"Naseem Shah to Rohit, no run, good length outside off, swung away further"
621,Rohit,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Rohit, no run, back of length and straighter, defended into the pitch"
622,Shubman Gill,Naseem Shah,,length,outside,0,0,1,defend,"Naseem Shah to Shubman Gill, 1 run, very close to a catch,, Short and wide from Naseem, Gill gets a flying edge and Shaheen at third-man was a bit slow to react"
623,Rohit,Shaheen Afridi,,full,straight,0,0,6,flick,"Shaheen Afridi to Rohit, SIX, Rohit off the mark from a six,, He was just feeling the itch after 5 dot balls, takes full advantage of a full delivery on the pads and flicks it over deep backward square leg for a six"
624,Rohit,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Rohit, no run, very full from Shaheen again, driven towards mid-off"
625,Rohit,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Rohit, no run, pitched up and swings down the leg side, deflects off the pads and gets to Rizwan on the bounce"
626,Rohit,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Rohit, no run, fraction shorter and angling away outside off"
627,Rohit,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Rohit, no run, Shaheen tries to surprise the batter with a yorker on off stump"
628,Rohit,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Rohit, no run, 143 clicks, full and gets a bit of inswing, shapes onto the pads and tucked towards square leg"
